class	subscriber	messagebody	timestamp	type
0	8	kewl	8/20/11 20:58	Outgoing
0	13	square	8/21/11 17:43	Incoming
0	13	call me very in portant	8/22/11 16:41	Incoming
0	21	lol ok	8/22/11 17:30	Incoming
0	13	i understand thank you i love you	8/22/11 17:47	Incoming
0	13	thank you for your time yesterday need to talk to your elovly wife	8/24/11 13:30	Incoming
0	4	yeah that should work	8/24/11 23:44	Outgoing
0	4	k kewl	8/24/11 23:47	Outgoing
0	8	dude how do you get copy of tex out of phone	8/25/11 16:11	Incoming
0	8	yes	8/25/11 16:12	Incoming
1	8	magical shrooms of joy and gladness	8/25/11 16:46	Incoming
0	8	in chicago friend will do in morning	8/25/11 18:00	Incoming
0	36	thanks mom	8/26/11 11:58	Incoming
0	36	love and miss you to	8/26/11 12:00	Incoming
0	5	nope	8/26/11 15:46	Outgoing
0	5	school started	8/26/11 15:47	Outgoing
0	5	ok	8/26/11 15:47	Incoming
0	6	oh ok kewl	8/26/11 22:08	Outgoing
0	6	yep	8/26/11 22:12	Incoming
0	6	kewl	8/26/11 22:13	Outgoing
0	6	yeah	8/26/11 22:28	Outgoing
0	6	coo	8/26/11 22:28	Incoming
0	6	koo	8/26/11 22:39	Outgoing
0	6	what u up to tnght	8/27/11 12:28	Incoming
0	6	dunno yet	8/27/11 14:02	Outgoing
0	6	ok	8/27/11 14:03	Incoming
0	40	not coming home for dinner	8/27/11 15:56	Outgoing
0	8	nope	8/28/11 13:47	Incoming
0	8	cool beans	8/28/11 13:47	Outgoing
1	12	my friend is selling heroin too	8/28/11 15:46	Outgoing
0	12	k kewl	8/28/11 20:31	Outgoing
0	4	most likely yes	8/29/11 17:23	Outgoing
0	4	ok	8/29/11 17:27	Incoming
0	4	i am honestly still trying to figure that out	8/29/11 17:31	Incoming
0	20	k	8/30/11 9:11	Incoming
0	20	that will work	8/30/11 10:26	Outgoing
0	5	swing by later today	8/31/11 10:47	Outgoing
0	5	cool ill be coming back from indy so that will work great	8/31/11 10:48	Incoming
0	5	yes i have him	8/31/11 13:04	Incoming
0	5	comin back from lunch	8/31/11 13:08	Outgoing
0	5	here	8/31/11 13:13	Outgoing
0	4	just about	8/31/11 20:48	Outgoing
0	4	another buddy is joining us	8/31/11 20:51	Outgoing
0	4	who you bringing	8/31/11 20:55	Incoming
0	4	my buddy jim	8/31/11 20:56	Outgoing
0	4	i got some stuff to chat with him too	8/31/11 20:56	Outgoing
0	4	ur early	8/31/11 21:16	Outgoing
1	4	go snort a line	9/1/11 9:28	Outgoing
1	20	pure bliss with my shrooms	9/1/11 17:05	Outgoing
0	13	to a beautiful ladie remmind me of ladie daine	9/1/11 18:01	Incoming
0	8	skyview	9/1/11 19:52	Outgoing
0	8	thanks	9/1/11 19:52	Incoming
0	8	np	9/1/11 19:58	Outgoing
0	8	nope	9/2/11 19:18	Outgoing
0	8	sure	9/2/11 19:22	Outgoing
0	8	i am doing absolutely nothing at all lol	9/2/11 19:22	Outgoing
0	8	k cool	9/2/11 19:36	Outgoing
0	3	nuthin	9/2/11 22:03	Outgoing
0	3	of course beer	9/2/11 22:13	Outgoing
0	6	no why	9/3/11 18:02	Incoming
0	6	dnt have much mney	9/3/11 18:04	Incoming
0	6	yeag that will wrk what tme u wnt me over tnght	9/3/11 18:06	Incoming
0	6	ok	9/3/11 18:07	Incoming
0	6	ok	9/3/11 20:09	Incoming
0	6	wings are done lol	9/3/11 20:10	Outgoing
0	6	falling off the bone too lol	9/3/11 20:10	Outgoing
0	6	nce	9/3/11 20:10	Incoming
0	36	yes just for the night but no we stayed put cuz its early open tomorrow	9/3/11 21:27	Incoming
0	4	u and amber stayng fr church service	9/4/11 10:32	Incoming
0	4	ok	9/4/11 10:33	Incoming
1	3	no the drug	9/4/11 12:09	Incoming
1	3	just search for salvia	9/4/11 12:55	Outgoing
0	3	lol	9/4/11 13:31	Outgoing
0	3	no i did enuff of that last night	9/4/11 13:32	Outgoing
0	3	lol true	9/4/11 13:42	Outgoing
0	3	maybe burgers and dogs	9/4/11 16:29	Outgoing
0	3	but i am low on beer	9/4/11 16:29	Outgoing
0	3	might be tuff to buy on sunday	9/4/11 16:32	Incoming
0	3	might be tuff to buy on sunday	9/4/11 16:33	Incoming
0	3	lol crap	9/4/11 16:33	Outgoing
0	3	illinois run lol	9/4/11 16:33	Outgoing
0	3	only if ur able to	9/4/11 16:35	Outgoing
0	3	sure	9/4/11 16:38	Outgoing
0	3	kewl	9/4/11 20:37	Outgoing
0	3	sure	9/4/11 20:46	Outgoing
0	25	happy labor day	9/4/11 22:47	Incoming
0	36	breakfast of champs lol	9/5/11 9:59	Incoming
0	25	thanks for letting me spend the night dood	9/5/11 17:44	Incoming
0	25	no prob man	9/5/11 17:51	Outgoing
0	9	yeah mwf is best to catch me	9/5/11 20:04	Outgoing
0	9	so wed or fri	9/5/11 20:04	Outgoing
0	68	cool	9/6/11 9:35	Incoming
0	9	putting apontment in to formally speak with you	9/6/11 18:30	Incoming
0	8	im remminding you	9/7/11 10:08	Incoming
0	8	call me when you can x	9/7/11 10:40	Incoming
0	8	k	9/7/11 14:46	Incoming
0	8	lol	9/8/11 8:57	Outgoing
0	8	green	9/8/11 9:01	Outgoing
0	4	sure	9/8/11 14:13	Outgoing
0	4	dunno yet	9/9/11 9:03	Outgoing
0	4	ok sounds good	9/9/11 13:55	Incoming
0	4	in the banquet room	9/9/11 18:45	Incoming
0	9	kewl	9/9/11 22:04	Outgoing
0	3	sup	9/10/11 15:33	Incoming
0	3	in michigan should be back in a few hours	9/10/11 15:35	Outgoing
0	3	gotcha lol	9/10/11 15:47	Outgoing
0	4	and if u want to come camping also then fri night thru sun morning	9/11/11 15:14	Outgoing
0	13	i recieved inheritence winng from f b i wait to talk to you f b i wtagl	9/12/11 11:35	Incoming
0	21	kewl	9/12/11 16:43	Outgoing
0	4	k	9/12/11 19:19	Outgoing
0	4	i am gonna skip class	9/13/11 17:40	Outgoing
0	4	ok will do	9/13/11 20:06	Incoming
0	9	no prob	9/13/11 20:32	Outgoing
0	8	uh oh	9/14/11 17:10	Outgoing
0	6	sup	9/16/11 18:31	Incoming
0	6	our anniversary	9/16/11 18:36	Outgoing
0	6	and many more	9/16/11 18:39	Incoming
0	6	indeed	9/16/11 18:40	Outgoing
0	36	ok no problem	9/18/11 12:02	Incoming
0	36	ok	9/18/11 12:47	Incoming
0	36	should be were all the other games are	9/18/11 14:10	Incoming
0	36	otherwise he might have left it at cindy	9/18/11 14:11	Incoming
0	8	lol	9/18/11 14:23	Outgoing
0	6	oops	9/19/11 8:26	Outgoing
0	6	k	9/19/11 8:40	Outgoing
0	63	please let me know if u get this message	9/19/11 21:35	Incoming
0	2	cool	9/20/11 14:48	Outgoing
0	2	nice	9/20/11 19:08	Outgoing
0	48	i have all my papers but no way of submitting them	9/21/11 16:01	Incoming
0	48	i need to find a way to get onto system haha	9/21/11 16:01	Incoming
0	48	i should have stopped in on tue but got tied up with students	9/21/11 16:02	Incoming
0	48	will do later after work	9/21/11 16:03	Incoming
0	48	ok sounds good	9/21/11 16:04	Incoming
0	48	arg	9/21/11 16:06	Incoming
0	48	that sucks	9/21/11 16:07	Incoming
0	48	yeah	9/21/11 16:12	Incoming
0	68	ok	9/21/11 16:20	Incoming
0	48	yes	9/21/11 16:33	Incoming
0	48	k kewl	9/21/11 16:59	Incoming
0	4	what time	9/21/11 18:09	Incoming
0	4	dunno yet	9/21/11 18:25	Outgoing
0	4	late	9/21/11 18:25	Outgoing
0	48	no i am at work	9/21/11 19:01	Incoming
0	48	nope	9/21/11 19:14	Incoming
0	13	ok	9/21/11 19:22	Incoming
0	48	yes	9/21/11 19:59	Outgoing
0	8	wireless barely works	9/22/11 16:36	Outgoing
0	8	seems to happen a lot around this time lol	9/22/11 16:36	Outgoing
0	8	i reset it but no help	9/22/11 16:37	Outgoing
0	8	looks like its time for a new ap	9/22/11 16:38	Incoming
0	8	lol yup	9/22/11 16:38	Outgoing
0	8	i rebooted	9/22/11 16:39	Outgoing
0	8	changed my mac address too lol	9/22/11 16:40	Outgoing
0	13	k	9/22/11 16:40	Outgoing
0	48	k	9/22/11 17:46	Incoming
0	70	k	9/22/11 18:11	Outgoing
1	70	plenty more in my stash no worries	9/22/11 18:11	Incoming
1	70	sum acapulco gold	9/22/11 18:12	Incoming
0	48	hmm	9/22/11 18:57	Incoming
0	48	lol yup	9/22/11 20:54	Incoming
0	4	come to our house by noon tomorrow	9/22/11 21:16	Outgoing
0	4	sorry my bad	9/22/11 21:26	Outgoing
0	4	i meant saturday at noon	9/22/11 21:26	Outgoing
0	4	coo	9/22/11 21:28	Incoming
0	13	chilling	9/23/11 18:53	Outgoing
0	13	love your wife	9/23/11 18:55	Incoming
0	43	monday	9/23/11 20:50	Incoming
0	25	amber wants me to text everyone to be here by noon so we can leave shortly after that	9/24/11 11:03	Outgoing
0	13	u need tickets an they r sold out lol	9/24/11 11:06	Outgoing
0	13	i will come as a priest and save them all	9/24/11 11:08	Incoming
0	6	whats up man can you do anythng tnght	9/24/11 13:02	Incoming
0	6	at beer festival	9/24/11 15:02	Outgoing
0	6	where at	9/24/11 15:04	Incoming
0	6	chicago was sold out weeks ago	9/24/11 15:14	Outgoing
0	6	ok	9/24/11 15:14	Incoming
0	6	dinner plans sorry	9/25/11 15:03	Outgoing
0	6	ok	9/25/11 15:07	Incoming
0	8	just got google tv	9/25/11 15:08	Outgoing
0	21	bob call when you can about party	9/25/11 16:19	Incoming
0	8	cool	9/25/11 17:35	Incoming
0	1	yes and i have the phone	9/29/11 10:32	Outgoing
0	1	i sent the results to bill in june	9/29/11 10:33	Outgoing
0	1	lol no worrys	9/29/11 10:44	Incoming
0	68	bldg g	9/29/11 17:54	Outgoing
0	2	yes	9/30/11 8:54	Incoming
0	2	good	9/30/11 8:55	Outgoing
0	2	they are here now	9/30/11 8:55	Incoming
0	2	ok kewl	9/30/11 8:55	Outgoing
0	8	it literally dumped like a waterfall the first time	9/30/11 8:57	Outgoing
0	8	lots of rice	9/30/11 8:57	Incoming
0	6	hey whats up can u do anythng tnght	9/30/11 16:32	Incoming
0	6	nope got friend over	9/30/11 16:38	Outgoing
0	6	ok	9/30/11 16:39	Incoming
0	4	friend just left	9/30/11 21:33	Outgoing
0	26	awesome	10/1/11 8:11	Outgoing
0	26	kewl	10/1/11 8:13	Outgoing
0	26	come over any time	10/1/11 13:14	Incoming
0	26	k locking up	10/1/11 13:14	Outgoing
0	26	okay	10/1/11 13:15	Incoming
0	63	gateway is down	10/1/11 13:37	Incoming
0	26	this line sucks lol	10/1/11 16:48	Outgoing
0	3	yeah	10/2/11 18:39	Outgoing
0	24	yup	10/3/11 18:01	Outgoing
0	24	see u there	10/3/11 18:01	Outgoing
0	24	kewl	10/3/11 18:32	Outgoing
0	1	yes	10/4/11 15:43	Outgoing
0	1	k	10/4/11 15:46	Outgoing
0	24	indeed	10/4/11 20:39	Outgoing
0	4	lol nice	10/6/11 7:44	Outgoing
0	13	yes	10/6/11 17:12	Outgoing
0	4	sure	10/6/11 17:20	Outgoing
0	24	no prob	10/6/11 18:16	Incoming
0	24	traffic was awesome coming into cafeteria now	10/6/11 18:21	Outgoing
0	24	be there in five	10/6/11 18:22	Incoming
0	8	k kewl	10/10/11 16:37	Outgoing
0	8	sorry i was cutting grass	10/10/11 16:38	Incoming
0	8	no prov	10/10/11 16:38	Outgoing
0	8	just water i have diet in my fridge	10/10/11 16:39	Incoming
0	8	k	10/10/11 16:41	Outgoing
0	36	ok thank you	10/10/11 17:04	Incoming
0	8	sitting in bar	10/12/11 20:39	Outgoing
0	4	yeah we already ordered and got food lol	10/14/11 11:17	Outgoing
0	4	come in	10/14/11 11:17	Outgoing
0	4	dunno yet	10/14/11 11:52	Outgoing
0	4	may be a three brothers night	10/14/11 11:53	Incoming
0	4	ic	10/14/11 11:58	Outgoing
0	21	yes sir	10/14/11 17:37	Incoming
0	21	chicago	10/14/11 17:39	Incoming
0	21	lol it depends on how busy we are	10/14/11 17:53	Incoming
0	21	but i would like to meet up with you sometime in the next few days just to talk and get some guidance	10/14/11 17:54	Incoming
0	21	sure thing	10/14/11 17:54	Outgoing
0	21	sunday afternoon would be good	10/14/11 17:57	Incoming
0	21	ok	10/14/11 17:58	Outgoing
0	21	sounds good	10/14/11 18:01	Outgoing
0	21	awesome thanks man	10/14/11 18:10	Incoming
0	21	lol i made the fish andchips	10/14/11 18:43	Incoming
0	21	k lol	10/14/11 18:52	Outgoing
0	4	ok	10/14/11 19:24	Outgoing
0	4	no	10/14/11 20:02	Outgoing
0	6	chicago on michigan ave	10/14/11 21:24	Outgoing
0	6	but we will be at brothers for a few more minutes	10/14/11 21:24	Outgoing
0	6	text me	10/14/11 21:27	Incoming
0	6	k	10/14/11 21:29	Outgoing
1	6	k i will bring some oxy bars	10/14/11 21:42	Outgoing
0	6	aight	10/14/11 21:52	Incoming
0	6	ppl keep shown up	10/14/11 21:53	Outgoing
0	6	aight	10/14/11 21:55	Incoming
0	8	sweet	10/16/11 8:09	Outgoing
0	8	thx for sharing	10/16/11 8:09	Outgoing
0	8	yeah that will work fine	10/16/11 13:19	Outgoing
0	8	thanks man	10/16/11 13:20	Incoming
0	8	no prob	10/16/11 13:25	Outgoing
0	8	sure	10/16/11 14:23	Incoming
0	4	sweet	10/16/11 17:11	Outgoing
0	4	we r making dinner for everyone tonier	10/17/11 16:55	Outgoing
0	4	lol ok	10/17/11 16:55	Incoming
0	13	k not tonight tho	10/17/11 22:52	Outgoing
0	14	let me know and i could take lunch break with you	10/17/11 22:59	Outgoing
0	3	k	10/18/11 11:38	Incoming
0	13	look on to patio and smile	10/18/11 12:56	Incoming
0	13	k	10/18/11 13:16	Outgoing
0	13	get a chance call me	10/19/11 16:24	Incoming
0	13	k	10/19/11 16:35	Outgoing
0	1	yeah	10/20/11 11:52	Outgoing
0	1	no working late tho	10/20/11 11:55	Outgoing
0	70	k c u in a minute	10/20/11 15:47	Incoming
0	13	doing well	10/20/11 21:30	Outgoing
0	13	i have a new assistant	10/21/11 15:20	Incoming
0	8	it has to do with paying you or something of equal importance	10/21/11 15:44	Outgoing
0	8	lisa has a cold so not going out tonight	10/21/11 17:05	Outgoing
0	8	lol yup	10/21/11 17:07	Outgoing
0	6	hey bob its me mike the party is tnght at six right	10/22/11 10:51	Incoming
0	6	yep	10/22/11 11:08	Outgoing
0	4	coke or pepsi is fine	10/22/11 12:49	Outgoing
0	4	ok i lost the invitation	10/22/11 12:58	Incoming
0	4	no prob	10/22/11 12:58	Outgoing
0	4	see u tnght	10/22/11 12:59	Incoming
0	4	kewl	10/22/11 12:59	Outgoing
0	4	not everyone drinks regular	10/22/11 13:44	Outgoing
0	9	lol nice	10/22/11 14:21	Outgoing
0	9	will do	10/22/11 14:23	Outgoing
1	12	do want me to brng sme beer and coke	10/22/11 14:27	Incoming
0	12	sure	10/22/11 14:28	Outgoing
0	12	ok we havng a fire tnght	10/22/11 14:29	Incoming
0	12	is it ok if we cme over nw	10/22/11 17:13	Incoming
0	12	sure	10/22/11 17:13	Outgoing
0	12	ok	10/22/11 17:14	Incoming
0	3	k kewl	10/22/11 19:48	Outgoing
0	3	oh wow ur downtown	10/22/11 20:13	Outgoing
0	3	it is way north	10/22/11 20:13	Outgoing
0	3	yep	10/22/11 20:14	Incoming
0	4	hey what was the video that we watched wth the rave dance and the ipods	10/23/11 15:13	Incoming
1	12	mj tonight	10/23/11 15:29	Incoming
0	4	ok thanks	10/23/11 15:35	Incoming
1	4	we r driving around picking up full bags of dope	10/23/11 15:38	Outgoing
1	12	i need pilz bro	10/23/11 15:38	Incoming
0	4	we are all pretty full	10/23/11 15:39	Outgoing
1	4	yeah we hit the mother load of smack	10/23/11 15:40	Incoming
1	12	i need some shrooms	10/23/11 15:40	Incoming
0	4	we r here	10/23/11 15:42	Outgoing
0	75	i am here at mcdonalds in wheaton with jane doe	10/24/11 20:28	Incoming
0	63	in	10/25/11 13:13	Incoming
0	63	lemme un	10/25/11 13:13	Incoming
0	63	it works	10/27/11 9:41	Incoming
0	43	ok	11/1/11 12:59	Incoming
0	36	ok thank you	11/1/11 13:36	Incoming
0	63	running late	11/3/11 7:43	Incoming
0	56	yes at the second to last car	11/5/11 20:08	Incoming
0	56	yes	11/5/11 20:17	Incoming
0	40	i was going to text you today and find out what the plan for saturday was	11/10/11 7:56	Incoming
0	63	thought ud like it	11/10/11 21:00	Incoming
0	42	i see	11/12/11 10:37	Incoming
0	83	i still want them	11/12/11 15:20	Incoming
0	83	okay	11/12/11 15:21	Incoming
0	83	let me know what i owe you	11/12/11 15:21	Incoming
0	84	hello this is susie here is my permanent number to get in contact with me	11/13/11 7:25	Incoming
0	84	yes just put it back	11/16/11 11:09	Incoming
0	38	change the domain drop down box to staff from employee	11/19/11 11:47	Outgoing
0	38	ok	11/19/11 12:02	Incoming
0	63	i love this job but the environment has gotten bad recently	11/21/11 19:07	Incoming
0	2	my bad	11/23/11 6:34	Incoming
0	4	who said i was coming by	11/23/11 6:34	Incoming
1	4	its gonna take more than some pot to get me to come over	11/23/11 6:34	Incoming
0	5	that aint even right	11/23/11 16:53	Incoming
1	3	i got some of that fine dro or the regular skunk	11/23/11 17:08	Incoming
1	4	sure u just moochin weed	11/23/11 17:08	Incoming
1	4	no way man i got my own herb	11/23/11 19:32	Outgoing
1	4	yeah come up i got some grams of crack to split wit u	11/23/11 19:32	Outgoing
1	5	yah but he said he knew i was selling bars	11/23/11 19:32	Outgoing
0	4	bs	11/23/11 19:46	Incoming
1	4	hey come see my new crib and bring some skunk	11/23/11 19:46	Outgoing
0	87	hat time should i go there to stand in line	11/23/11 21:11	Incoming
0	87	ok thanks it is an eletriic item so ill be sure to be in the right line are you guys going out	11/23/11 21:20	Incoming
0	63	happy thanksgiving	11/24/11 20:01	Incoming
0	48	nice lol	11/30/11 19:38	Incoming
0	48	k almost there	11/30/11 19:58	Incoming
0	4	k	12/1/11 10:31	Incoming
0	5	ya it is	12/1/11 10:31	Outgoing
0	63	gateway lost its config	12/5/11 20:41	Incoming
0	63	ill try n see if neone is in operations who can let me remote in	12/5/11 20:45	Incoming
0	43	yes driving now	12/8/11 8:29	Incoming
0	43	can i speak with you sometime today regarding my directed project	12/9/11 9:43	Outgoing
0	43	ok	12/9/11 11:27	Outgoing
0	68	ok	12/14/11 17:33	Incoming
0	68	yes	12/15/11 15:38	Outgoing
0	36	lol ok	12/16/11 17:56	Incoming
0	88	where r u at now	12/25/11 16:55	Incoming
0	36	i got it	1/2/12 12:32	Incoming
0	36	ok just waiting in a chair for sara	1/2/12 12:34	Incoming
0	36	i stole one lol	1/2/12 12:52	Incoming
0	37	thank you very much	1/4/12 12:54	Incoming
0	36	ok keep me posted please	1/4/12 14:53	Incoming
0	8	rom in my bathroom wasnt gonna b a salty bitch plus all these text sucks to b ur bitch ass wasnt gonna bc then everyone	1/6/12 19:42	Incoming
1	8	joke and ur gonna talk shit bout me and bobby being heroin junkies lmao i got scripts and get dropped weekly wonder ur piss clean	1/6/12 19:42	Incoming
0	8	yone who was over last night i showed everything to	1/6/12 19:55	Incoming
0	8	lmfao thanks needed that laugh	1/6/12 20:29	Incoming
0	8	ur done go share stds with tim and jessica so ur step dad can rap u again keep it all in the family dont wory wont bother ur	1/6/12 20:58	Incoming
0	8	just keep my name out ur my and my fruiends bye	1/6/12 20:59	Incoming
0	9	yeah well see luv	1/10/12 13:47	Outgoing
0	9	i miss u so mmuch	1/10/12 17:14	Outgoing
0	9	hope ur having a good day so far im thinkn bout u	1/11/12 11:20	Incoming
0	9	love u	1/12/12 10:12	Incoming
0	9	they just gave me another court date babe	1/12/12 13:09	Incoming
0	9	love u girlie	1/12/12 17:11	Incoming
0	9	im on my way home boo	1/12/12 17:23	Incoming
0	91	i found it	1/30/12 18:34	Incoming
0	91	your welcome	1/30/12 21:20	Incoming
0	49	i will bring them home	1/31/12 7:40	Outgoing
0	97	this is jill by the way	2/7/12 13:13	Incoming
0	97	running late had to meet with my group for class	2/9/12 13:14	Incoming
0	33	thanks	2/10/12 8:37	Incoming
0	40	we are almost ay your house	2/10/12 18:01	Incoming
0	33	someone has big boy undies on	2/11/12 11:53	Incoming
0	36	lol	2/12/12 11:06	Incoming
0	36	omg were did he put it all lpl	2/12/12 11:06	Incoming
0	43	btw it has two more leafs and a pad	2/25/12 11:19	Incoming
0	43	ok	2/25/12 14:08	Incoming
0	33	tom is heading to chicago	2/28/12 8:39	Incoming
0	53	rite	3/1/12 16:09	Incoming
0	33	funeral coming soon	3/2/12 18:07	Incoming
0	33	yeah	3/2/12 19:02	Incoming
1	33	burn one in her memory	3/5/12 19:22	Incoming
0	33	watching the voice	3/5/12 19:32	Incoming
0	33	dogs would love those	3/5/12 19:42	Incoming
0	33	did mom get her cookies	3/5/12 19:43	Incoming
0	33	lol	3/5/12 19:44	Incoming
0	33	eat something	3/7/12 12:36	Incoming
0	49	ok	3/8/12 11:51	Incoming
0	43	opps	3/10/12 7:58	Incoming
0	43	did ch	3/10/12 7:58	Incoming
0	43	what is the ip for the previous years assignment folders	3/10/12 17:27	Incoming
0	53	believe me i have asked that same question one thousand times today alone	3/11/12 21:36	Incoming
0	53	ok will do	3/12/12 18:57	Incoming
0	53	lol	3/12/12 21:39	Outgoing
0	33	awesome	3/17/12 11:49	Outgoing
0	33	she was working that hot pink outfit	3/17/12 14:36	Incoming
0	49	tis a bunch	3/22/12 14:45	Incoming
0	33	im calling you now	3/22/12 17:27	Outgoing
0	53	i cant type	3/23/12 17:47	Incoming
0	33	that is awesome	3/23/12 17:48	Incoming
0	49	not when i left for the night	3/25/12 3:07	Incoming
0	53	there is a form for iters	3/29/12 21:11	Outgoing
0	33	he knows good food	3/31/12 20:51	Incoming
0	49	yes	4/1/12 8:43	Outgoing
0	49	i am here	4/1/12 9:46	Outgoing
0	40	we are going to have lunch at your house	4/1/12 11:19	Incoming
0	39	on our way up	4/1/12 13:06	Incoming
0	53	how is amanda	4/1/12 14:19	Incoming
0	53	does she want me to come sit with her	4/1/12 14:21	Incoming
0	53	ok thanks	4/1/12 14:22	Incoming
0	49	does she want me to come sit with her	4/1/12 14:49	Outgoing
0	49	it will be a distraction	4/2/12 9:35	Incoming
0	49	i will and thanks	4/2/12 9:37	Incoming
0	49	no its in the honda	4/2/12 9:44	Incoming
1	8	that black tar aint no junk to mess with	4/2/12 19:37	Outgoing
1	14	no no man i just smoke weed now	4/2/12 19:37	Incoming
0	17	my man	4/2/12 19:37	Incoming
0	8	what r u doing i just woke up i got a head ache boo	4/2/12 19:39	Incoming
1	14	since i got busted for possession of marijuana	4/2/12 19:39	Incoming
1	17	haha im totally amped right now	4/2/12 19:39	Incoming
0	14	sure sounds fun	4/2/12 19:40	Incoming
0	17	answers that question	4/2/12 19:40	Outgoing
0	14	yeah sucks	4/2/12 20:44	Incoming
1	14	we can hang out somewhere else instead of ur house if me bringing shrooms freaks u out or anything	4/2/12 20:45	Outgoing
0	17	for me	4/2/12 22:15	Outgoing
0	10	im here	4/2/12 22:18	Outgoing
1	8	heroin is bad stuff	4/2/12 22:18	Incoming
1	8	yes heroin is horrible	4/2/12 23:26	Outgoing
0	11	k	4/2/12 23:29	Outgoing
1	8	so is acid for that matter	4/2/12 23:29	Incoming
0	15	snack of course	4/2/12 23:29	Incoming
1	17	man i keep my friends close and my skag closer	4/2/12 23:29	Incoming
1	15	snort some lines and choo choo	4/3/12 0:42	Outgoing
0	53	can i call you now	4/3/12 8:16	Outgoing
1	8	that kinda crap is happening a lot nowadays with those bath salts	4/3/12 10:44	Outgoing
1	15	blow	4/3/12 10:44	Outgoing
1	17	yeah he can handle his antifreeze	4/3/12 10:44	Outgoing
0	33	are you home today	4/3/12 10:49	Incoming
0	33	do i need to call you	4/3/12 11:17	Outgoing
0	33	home	4/3/12 12:05	Outgoing
0	12	almost there	4/3/12 13:10	Incoming
1	15	gotcha ill get some blow fo sho	4/3/12 13:10	Incoming
1	16	hey devon i need some nose candy	4/3/12 14:15	Outgoing
0	16	it gonna cost u	4/3/12 14:16	Incoming
0	16	ya	4/3/12 14:16	Outgoing
0	12	theyr pretty torn up	4/3/12 14:16	Outgoing
1	8	yeah those bath salts make ppl do crazy shit	4/3/12 14:16	Outgoing
1	16	i might even have to throw in some xtc	4/3/12 14:16	Incoming
1	16	yeah this girl might wanna roll on some xtc	4/3/12 14:17	Outgoing
1	16	yeah they like rollin on e	4/3/12 14:32	Incoming
1	16	ill throw in some dro	4/3/12 15:41	Incoming
1	16	add some coke to the mix and we got ourselves a party	4/3/12 15:41	Outgoing
0	8	oic	4/3/12 15:50	Outgoing
0	16	k where u at	4/3/12 15:50	Outgoing
0	14	joe popped my balloon today	4/3/12 15:51	Outgoing
0	16	my crib	4/3/12 15:51	Incoming
0	16	of course	4/3/12 15:51	Outgoing
0	8	i heard	4/3/12 19:03	Incoming
0	14	oh well	4/3/12 19:03	Incoming
1	16	thx for the tecate	4/3/12 19:03	Incoming
1	14	hey i got some shrooms	4/3/12 22:06	Outgoing
1	17	hey i got coke for tonight	4/3/12 22:06	Outgoing
0	33	ok	4/4/12 9:45	Incoming
0	116	how do spell mindys name	4/5/12 10:28	Incoming
0	92	hl	4/6/12 9:06	Incoming
0	92	on my way	4/6/12 9:30	Outgoing
0	53	u coming to the funeral home	4/7/12 17:56	Incoming
0	53	with who	4/7/12 21:58	Incoming
0	53	family flight	4/7/12 22:01	Incoming
0	81	have a blessed easter	4/8/12 10:31	Incoming
0	92	no	4/8/12 18:19	Incoming
0	92	chinese and korean why	4/10/12 12:52	Outgoing
0	92	i have a student worker who knows chinese	4/10/12 12:55	Outgoing
0	53	yeah read it on facebook last night	4/10/12 15:13	Incoming
0	70	yup	4/13/12 8:18	Incoming
0	63	yea	4/20/12 9:19	Incoming
0	43	ok	4/24/12 15:43	Incoming
0	48	yes	4/25/12 11:42	Incoming
0	126	gas	4/26/12 10:53	Incoming
0	126	ok no problem	4/26/12 11:52	Incoming
0	126	ok thank you	4/26/12 12:04	Incoming
0	49	realized that after i sent it	4/27/12 10:04	Incoming
0	40	leaving now	4/28/12 19:34	Outgoing
0	40	we are in the red room	4/28/12 19:50	Incoming
0	39	no	5/3/12 19:23	Outgoing
0	70	sure	5/4/12 11:19	Outgoing
0	70	i have a butterfly in the office	5/4/12 15:07	Incoming
0	48	if not up by tomorrow i will run to starbucks and ensure you get it	5/5/12 12:24	Incoming
0	48	i emailed code btw	5/7/12 18:07	Incoming
0	48	thx	5/7/12 18:07	Incoming
0	130	ok	5/9/12 12:33	Outgoing
0	48	haha	5/9/12 21:45	Incoming
0	48	i agree	5/10/12 17:05	Outgoing
0	43	ok	5/11/12 15:24	Incoming
0	39	call me	5/11/12 19:32	Outgoing
0	49	ok	5/13/12 11:42	Incoming
0	116	same to you love	5/13/12 13:08	Outgoing
0	38	sure	5/15/12 10:16	Incoming
0	43	good thing for messaging	5/15/12 11:55	Incoming
0	43	bring your laptop when you come	5/15/12 12:43	Incoming
0	38	yes	5/15/12 13:26	Incoming
0	70	tomorrow	5/16/12 17:00	Outgoing
0	70	ok	5/16/12 17:01	Incoming
0	48	yes	5/17/12 9:44	Outgoing
0	48	how bout u swing by and sample some with me	5/17/12 9:46	Outgoing
0	48	yeah	5/17/12 9:47	Incoming
0	48	swinging by soon	5/17/12 10:11	Incoming
0	48	personal use only	5/17/12 10:18	Incoming
0	48	see ya	5/17/12 10:23	Outgoing
0	48	will do thx	5/17/12 10:24	Incoming
0	48	in parking lot	5/17/12 10:35	Incoming
0	48	i see u	5/17/12 11:02	Incoming
0	39	id like to if you have room	5/18/12 19:15	Incoming
0	56	if you leave it taped to your door i will go that way before i head out	5/20/12 10:28	Incoming
0	43	yes	5/20/12 13:45	Incoming
